Papel   Cotacao P/L        P/VP    PSR        DY      P/Ativo    P/Cap.Giro P/EBIT     P/ACL       EV/EBIT     EV/EBITDA Mrg.Ebit    Mrg.Liq.    Liq.Corr. ROIC        ROE   Liq.2meses
LCAM3   20.35   41.82      2.63    2.190      0.0218  0.915      11.41      16.88      -2.39       22.51       11.95   0.1297      0.0524      1.43    0.0764      0.0628 59417100.00
LEVE3   17.80   19.44      1.76    1.050      0.0359  0.885      4.23       8.68       22.04       9.37        6.77    0.121       0.0527      1.63    0.1328      0.0903 8963160.00
LIGT3   15.88   3.79       0.72    0.376      0.00    0.200      6.89       4.73       -0.41       12.57       7.96    0.0796      0.0994      1.14    0.0494      0.191 45091100.00
LINX3   36.01   2291.87    4.06    8.113      0.0031  2.746      11.95      45.70      33.05       43.66       22.61   0.1775      0.0035      2.30    0.0811      0.0018 103305000.00
LIPR3   82.11   30.01      4.87    0.000      0.00    4.224      0.00       56.51      0.00        51.23       51.22   0.00        0.00        0.00    0.00        0.1623 2773.07
LJQQ3   13.50   0.00       17.39   0.000      0.00    1.545      5.93       0.00       -6.39       0.00        0.00    0.00        0.00        1.64    0.00        0.00  17791200.00
LLIS3   5.06    -1.81      0.40    0.382      0.00    0.129      -1.32      -1.40      -0.32       -6.56       2.74    -0.2731     -1.7309     0.74    -0.1093     -0.2192 1662540.00
LOGG3   35.19   36.00      1.22    26.399     0.006   0.893      7.02       34.01      -12.58      37.48       37.22   0.7762      0.7582      3.04    0.03        0.0338 15267300.00
LOGN3   16.15   -12.79     8.39    1.623      0.00    0.855      2.83       19.54      -1.98       28.38       11.87   0.0831      -0.1269     2.85    0.0714      -0.6556 15476400.00
LPSB3   4.69    -43.50     4.30    4.757      0.00    1.856      6.08       31.45      -16.10      25.34       13.21   0.1512      -0.0375     2.92    0.0971      -0.099 6346030.00
LREN3   41.61   34.92      7.06    3.463      0.0077  2.819      18.44      13.88      -72.72      14.20       10.81   0.2495      0.0992      1.37    0.2607      0.2022 307578000.00
LUPA3   2.20    -0.78      0.74    4.236      0.00    0.110      0.43       -1.70      -0.24       -6.64       -9.29   -2.4989     -5.3334     2.91    -0.0669     -0.9513 1539780.00
LUXM4   41.84   16.54      2.11    1.849      0.1452  1.235      8.36       14.70      -10.30      16.39       7.65    0.1257      0.1118      2.01    0.0876      0.1273 96435.20
LWSA3   53.10   420.72     10.37   15.584     0.00    5.642      13.99      157.53     21.68       148.89      64.33   0.0989      0.037       2.29    0.0703      0.0246 76658000.00
MAPT4   54.00   -269.71    -8.77   0.000      0.00    64.199     0.00       -306.33    0.00        -306.33     -306.33 0.00        0.00        0.00    0.00        0.0325 20921.40
MDIA3   38.08   18.74      2.07    1.908      0.0066  1.367      9.10       19.21      24.84       19.80       14.47   0.0993      0.1018      1.61    0.0868      0.1105 38616700.00
MDNE3   9.98    -4.93      0.86    3.186      0.00    0.400      1.44       49.89      -13.83      57.02       47.76   0.0639      -0.6759     2.21    0.0086      -0.1739 6917740.00
MEAL3   3.98    -21.12     0.93    0.709      0.00    0.410      -3.23      -70.96     -1.10       -88.18      25.57   -0.01       -0.0336     0.59    -0.0069     -0.0439 60880400.00
MERC3   25.00   41.34      1.82    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0441 11407.00
MERC4   12.34   20.40      0.90    0.000      0.04    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0441 127670.00
MGEL4   5.75    -0.36      -0.07   0.058      0.00    0.084      0.30       0.54       -0.05       11.87       9.13    0.1072      -0.1658     2.23    0.2117      0.1981 78329.70
MGLU3   81.76   161.89     17.65   6.389      0.0024  7.501      28.40      175.76     325.71      173.42      99.77   0.0364      0.0395      1.79    0.069       0.109 889290000.00
MILS3   6.94    -35.43     1.60    2.949      0.00    1.196      6.07       -50.87     19.50       -49.47      12.37   -0.058      -0.0832     2.70    -0.0301     -0.0451 17380400.00
MMXM3   1.80    -0.06      -0.01   22.944     0.00    0.093      -0.01      -0.11      -0.01       -2.47       -2.47   -200.517    -358.053    0.03    -1.3955     0.227 63880.80
MNDL3   24.92   -4.92      -0.42   0.130      0.00    0.059      -0.09      2.01       -0.07       7.91        5.54    0.0645      -0.0263     0.29    0.0315      0.0858 104290.00
MNPR3   5.73    -2.19      -0.11   0.169      0.00    0.187      -0.10      0.83       -0.08       0.81        0.73    0.2043      -0.0769     0.17    0.2363      0.0494 122690.00
MOAR3   185.00  -33.26     2.59    2529.500   0.0331  1.510      6.12       -47.20     -91.24      -42.12      -42.86  -53.5938    -77.7176    2.61    -0.0503     -0.0778 78047.70
MOVI3   17.02   156.11     2.33    1.233      0.0173  0.682      11.41      9.87       -1.92       13.78       7.95    0.125       0.0079      1.20    0.1142      0.015 49650700.00
MRFG3   15.26   6.85       29.56   0.183      0.00    0.295      2.61       1.52       -0.58       4.05        3.44    0.1203      0.0541      1.37    0.2739      4.3139 179119000.00
MRVE3   18.30   16.81      1.61    1.433      0.0373  0.515      1.73       11.23      -3.11       15.20       13.58   0.1276      0.0981      2.53    0.0523      0.096 86938800.00
MSPA3   49.50   -7.45      0.36    2.628      0.00    0.222      4.59       -8.98      -0.71       -9.68       -16.97  -0.2927     -0.3529     2.74    -0.0256     -0.049 318.89 
MSPA4   48.80   -7.34      0.36    2.591      0.00    0.219      4.53       -8.85      -0.70       -9.55       -16.74  -0.2927     -0.3529     2.74    -0.0256     -0.049 883.51 
MTIG4   39.02   0.67       0.26    0.068      0.00    0.072      -0.28      19.72      -0.18       150.89      14.40   0.0034      0.1018      0.56    0.0042      0.3964 11438.40
MTRE3   14.13   104.31     1.54    5.051      0.00    1.216      1.68       59.45      1.88        28.99       27.00   0.085       0.0486      6.41    0.0646      0.0148 12516300.00
MTSA4   22.00   5.05       0.74    0.656      0.0364  0.526      1.04       8.92       1.11        7.33        5.17    0.0736      0.1299      2.96    0.0774      0.1466 183642.00
MULT3   22.67   26.58      2.31    10.821     0.0126  1.294      19.74      16.91      -4.53       19.94       15.50   0.6398      0.4065      1.73    0.0863      0.0871 130354000.00
MWET3   66.41   -3.51      -0.63   0.785      0.00    0.782      -1.08      -11.64     -0.39       -17.83      -28.85  -0.0674     -0.2236     0.25    -0.0821     0.1807 82836.60
MWET4   7.00    -0.37      -0.07   0.083      0.00    0.082      -0.11      -1.23      -0.04       -7.41       -11.99  -0.0674     -0.2236     0.25    -0.0821     0.1807 813033.00
MYPK3   12.58   -10.79     0.51    0.234      0.0528  0.163      2.51       35.79      -0.56       103.09      10.62   0.0065      -0.0134     1.21    0.0056      -0.0476 31614000.00
NEOE3   19.71   10.79      1.19    0.850      0.0207  0.394      7.03       4.99       -0.98       9.54        7.23    0.1702      0.0814      1.28    0.0909      0.1104 52469800.00
NORD3   5.40    -11917.80  -0.26   23.097     0.00    2.100      -0.74      -51.30     -0.23       -104.53     -104.53 -0.4503     -0.0019     0.02    -0.0419     0.00  40987.40
NTCO3   51.43   -61.11     2.77    2.224      0.00    1.054      15.33      36.05      -3.10       43.48       43.48   0.0617      -0.0367     1.33    0.0372      -0.0453 300102000.00
NUTR3   111.00  0.39       1.04    0.207      0.00    0.238      1.16       -24.08     -0.89       -37.89      -245.65 -0.0086     0.534       1.68    -0.0119     2.6891 151306.00
ODPV3   13.35   22.39      5.83    3.950      0.0313  3.602      15.63      13.39      24.87       11.91       11.42   0.2951      0.1754      1.78    0.4542      0.2602 26766000.00
OFSA3   29.50   31.65      3.08    2.505      0.0006  1.722      7.30       19.64      20.46       21.99       16.67   0.1276      0.0791      1.82    0.1069      0.0974 577578.00
OIBR3   1.62    -0.54      1.19    0.502      0.00    0.132      1.33       -5.38      -0.21       -16.56      5.83    -0.0934     -0.9274     1.61    -0.0286     -2.1917 442730000.00
OIBR4   2.41    -0.81      1.78    0.747      0.00    0.196      1.98       -8.00      -0.31       -19.19      6.75    -0.0934     -0.9274     1.61    -0.0286     -2.1917 31667200.00
OMGE3   36.99   256.08     2303.64 7.782      0.00    820.946    10801.00   21.88      -1608.54    21.89       15.79   0.3557      0.0363      2.47    41.7863     8.9957 33350700.00
OSXB3   4.41    -0.03      -0.00   1.292      0.00    0.007      -0.03      -1.33      -0.00       -422.84     -426.67 -0.9747     -49.0786    0.03    -0.0059     0.1083 82257.00
PARD3   28.88   34.27      5.29    3.051      0.0083  2.027      15.03      23.90      -8.06       24.77       15.38   0.1277      0.0891      1.59    0.1096      0.1543 19897300.00
PATI3   24.20   4.33       0.85    0.414      0.0074  0.391      0.81       9.73       1.70        10.65       8.77    0.0426      0.0957      2.64    0.0696      0.1975 91716.50
PATI4   30.81   5.51       1.09    0.528      0.0454  0.498      1.04       12.39      2.16        13.31       10.96   0.0426      0.0957      2.64    0.0696      0.1975 22127.60
PCAR3   65.62   43.16      1.40    0.247      0.0089  0.279      -40.11     3.65       -0.67       5.71        4.00    0.0676      0.0069      0.98    0.1117      0.0325 134492000.00
PDGR3   4.29    -0.04      -0.01   0.169      0.00    0.019      -0.01      -0.42      -0.01       -19.85      -20.53  -0.4069     -3.8281     0.36    -0.0528     0.1479 500446.00
PDTC3   6.33    102.84     5.66    20.858     0.00    1.453      5.56       505.18     -66.90      518.83      262.62  0.0413      0.2028      1.57    0.004       0.0551 2501350.00
PEAB3   60.00   211.29     1.50    6.265      0.0604  1.167      3.98       109.50     6.43        87.84       87.84   0.0572      0.0275      3.70    0.0146      0.0071 1456.96
PEAB4   60.00   211.29     1.50    6.265      0.0665  1.167      3.98       109.50     6.43        87.84       87.84   0.0572      0.0275      3.70    0.0146      0.0071 266.67 
PETR3   23.25   -8.92      1.25    1.099      0.0188  0.299      5.25       3.55       -0.53       8.11        4.61    0.3096      -0.1274     1.40    0.0966      -0.14 341529000.00
PETR4   22.67   -8.70      1.22    1.071      0.0274  0.291      5.12       3.46       -0.52       8.02        4.56    0.3096      -0.1274     1.40    0.0966      -0.14 1388790000.00
PFRM3   5.75    33.47      0.71    0.139      0.00    0.199      1.43       3.70       -5.82       6.99        4.15    0.0376      0.0042      1.25    0.0906      0.0212 7368070.00
PINE4   2.98    -9.46      0.52    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        -0.0552 987102.00
PLAS3   4.60    1.80       -0.42   0.158      0.00    0.099      -0.46      -1.03      -0.09       -3.66       12.90   -0.1535     0.0875      0.45    -0.105      -0.2329 64712.50
PMAM3   11.83   -0.55      -2.57   0.114      0.00    0.134      -0.24      -2.41      -0.21       -15.20      -48.59  -0.0475     -0.2084     0.42    -0.0667     4.6879 2435690.00
PNVL3   24.55   47.74      6.96    1.338      0.0039  2.341      10.48      32.23      -41.14      36.39       19.61   0.0415      0.028       1.58    0.1025      0.1458 15820200.00
PNVL4   20.80   40.45      5.90    1.133      0.005   1.984      8.88       27.31      -34.86      31.46       16.96   0.0415      0.028       1.58    0.1025      0.1458 728413.00
POMO3   2.66    22.78      1.02    0.631      0.0387  0.434      1.85       11.79      -9.93       17.91       12.45   0.0535      0.0266      1.82    0.0461      0.0448 1091680.00
POMO4   2.77    23.72      1.06    0.657      0.0372  0.452      1.92       12.28      -10.34      18.40       12.78   0.0535      0.0266      1.82    0.0461      0.0448 33699000.00
POSI3   5.08    121.23     0.82    0.398      0.0063  0.303      1.15       20.68      1.81        28.52       12.58   0.0193      0.0056      1.50    0.0233      0.0068 24613800.00
PRIO3   43.09   13.23      2.42    4.177      0.00    0.936      155.71     35.46      -2.33       49.59       8.92    0.1178      0.3158      1.03    0.0285      0.1827 132325000.00
PRNR3   9.96    -21.55     1.73    1.295      0.00    1.096      2.14       -46.43     3.17        -37.80      25.18   -0.0279     -0.0793     3.56    -0.043      -0.0803 3759140.00
PSSA3   56.96   11.63      2.17    1.020      0.039   0.557      2.50       1.28       27.13       0.33        0.33    0.7949      0.0878      1.41    0.7399      0.1864 44384400.00
PTBL3   4.37    8.77       1.68    0.622      0.0091  0.352      4.02       -238.17    -0.98       -398.99     21.98   -0.0026     0.071       1.25    -0.0019     0.192 7907120.00
PTNT3   6.35    13.93      1.21    0.532      0.0114  0.440      5.35       11.83      -6.75       16.28       8.00    0.045       0.0658      1.20    0.0476      0.0868 60219.60
PTNT4   4.56    10.00      0.87    0.382      0.0159  0.316      3.84       8.49       -4.85       12.95       6.36    0.045       0.0658      1.20    0.0476      0.0868 213920.00
QUAL3   28.13   21.81      5.31    3.918      0.124   2.293      13.79      10.36      -9.04       11.27       7.54    0.3782      0.1798      2.12    0.2947      0.2432 119628000.00
RADL3   112.98  52.33      9.19    1.985      0.0058  2.926      17.57      42.57      -14.94      44.23       20.17   0.0466      0.0387      1.53    0.0855      0.1755 167024000.00
RAIL3   22.81   74.20      4.40    5.171      0.00    1.005      23.00      18.46      -1.60       24.51       12.97   0.2802      0.0706      1.47    0.0607      0.0593 176551000.00
RANI3   3.99    -37.70     2.77    1.138      0.0018  0.653      9.02       6.78       -1.47       11.27       6.35    0.1679      -0.0302     1.29    0.1094      -0.0735 5584380.00
RANI4   6.36    -60.09     4.42    1.814      0.0011  1.041      14.38      10.80      -2.35       15.29       8.62    0.1679      -0.0302     1.29    0.1094      -0.0735 114380.00
RAPT3   8.90    16.22      1.76    0.647      0.019   0.446      1.20       7.58       -7.58       10.41       7.33    0.0853      0.0477      2.52    0.0938      0.1087 110926.00
RAPT4   11.13   20.29      2.21    0.809      0.0152  0.557      1.51       9.48       -9.48       12.31       8.67    0.0853      0.0477      2.52    0.0938      0.1087 35626100.00
RCSL4   1.49    -35.38     -1.65   5.823      0.00    2.976      -9.41      377.85     -1.22       376.00      143.95  0.0154      -0.165      0.54    0.0082      0.0467 9818720.00
RDNI3   10.07   -102.74    0.73    1.282      0.0009  0.283      1.61       21.21      -1.34       39.01       31.76   0.0604      -0.0092     1.79    0.0144      -0.0071 513336.00
REDE3   10.40   43.59      5.93    2.024      0.0034  1.047      17.21      14.73      -2.28       19.36       13.59   0.1374      0.065       1.25    0.083       0.136 17614.50
RENT3   49.58   49.88      6.89    3.864      0.0074  1.973      15.91      28.36      -4.11       34.44       21.28   0.1362      0.0775      2.13    0.0867      0.138 337785000.00
RLOG3   20.79   49.89      3.99    1.381      0.00    0.230      3.88       4.74       -0.37       10.84       5.87    0.2914      0.0999      1.52    0.0567      0.0799 23736700.00
RNEW11  9.09    -0.14      -0.11   2.551      0.00    0.054      -0.04      -1.12      -0.04       -14.86      -17.40  -2.272      -17.8559    0.03    -0.0583     0.7737 206897.00
RNEW3   3.38    -0.16      -0.12   2.845      0.00    0.060      -0.05      -1.25      -0.04       -14.99      -17.55  -2.272      -17.8559    0.03    -0.0583     0.7737 189542.00
RNEW4   2.80    -0.13      -0.10   2.357      0.00    0.050      -0.04      -1.04      -0.03       -14.78      -17.30  -2.272      -17.8559    0.03    -0.0583     0.7737 252368.00
ROMI3   12.86   8.17       1.00    0.964      0.0972  0.526      2.08       13.38      5.25        18.19       11.59   0.072       0.1182      1.79    0.0454      0.1222 3682120.00
RPAD3   5.60    10.58      0.46    2155.540   0.0001  0.457      -134.23    -110.98    -122.03     -109.05     -109.05 -19.4227    203.691     0.73    -0.0042     0.0437 26820.40
RPAD5   8.47    16.01      0.70    3260.260   0.0621  0.691      -203.02    -167.86    -184.58     -165.93     -165.93 -19.4227    203.691     0.73    -0.0042     0.0437 8368.82
RPAD6   5.74    10.85      0.47    2209.430   0.0001  0.468      -137.58    -113.76    -125.08     -111.82     -111.82 -19.4227    203.691     0.73    -0.0042     0.0437 8088.49
RPMG3   2.78    -1.28      -0.07   0.360      0.00    0.071      -0.08      -3.41      -0.06       -3.41       -3.41   -0.1054     -0.2811     0.49    -0.021      0.0512 355843.00
RSID3   6.10    -0.47      -0.16   2.161      0.00    0.055      -0.10      -1.27      -0.06       -17.45      -18.91  -1.7006     -4.6929     0.40    -0.0488     0.34  1460950.00
